date,year,month,day_of_week,is_weekend,is_holiday_fr,visits_count,admissions_count,lwbs_count,avg_wait_time,avg_los_ed,beds_total,beds_occupied,icu_beds_total,icu_beds_occupied,staff_doctors_available,staff_nurses_available,staff_absence_rate,ppe_stock_index,critical_stockout,flu_level,bronchiolitis_level,covid_level,heatwave,strike,mass_casualty_event
2023-01-17,2023,1,1,0,0,99,21,2,80.8,204.0,1800,1537,120,107,39,104,0.134,65,0,0.851,0.0,0.4,0,0,0
2023-01-18,2023,1,2,0,0,79,24,2,64.9,198.1,1800,1673,120,111,40,107,0.107,70,0,0.84,0.0,0.387,0,0,0
2023-01-19,2023,1,3,0,0,78,19,2,108.9,252.8,1800,1730,120,101,40,107,0.107,60,0,0.828,0.0,0.374,0,0,0
2023-01-20,2023,1,4,0,0,79,16,3,76.2,193.4,1800,1708,120,97,40,106,0.115,62,0,0.815,0.0,0.36,0,0,0
2023-01-21,2023,1,5,1,0,89,25,4,86.8,170.4,1800,1541,120,104,32,84,0.125,59,0,0.801,0.0,0.347,0,0,0
2023-01-22,2023,1,6,1,0,94,22,7,104.8,231.8,1800,1666,120,111,32,85,0.113,67,0,0.786,0.0,0.334,0,0,0
2023-01-23,2023,1,0,0,0,101,28,3,70.0,183.8,1800,1702,120,116,39,104,0.132,63,0,0.77,0.0,0.32,0,0,0
2023-01-24,2023,1,1,0,0,92,31,0,69.8,201.5,1800,1599,120,110,40,108,0.102,71,0,0.754,0.0,0.307,0,0,0
2023-01-25,2023,1,2,0,0,78,19,4,74.6,190.4,1800,1627,120,96,41,110,0.084,75,0,0.737,0.0,0.294,0,0,0
2023-01-26,2023,1,3,0,0,73,17,1,74.5,172.3,1800,1511,120,103,38,102,0.149,64,0,0.719,0.0,0.281,0,0,0
2023-01-27,2023,1,4,0,0,84,29,3,53.8,175.1,1800,1632,120,105,41,108,0.097,72,0,0.701,0.0,0.269,0,0,0
2023-01-28,2023,1,5,1,0,89,31,3,84.2,192.5,1800,1558,120,104,33,87,0.097,65,0,0.682,0.0,0.256,0,0,0
2023-01-29,2023,1,6,1,0,93,30,2,78.7,220.4,1800,1624,120,106,32,86,0.106,63,0,0.663,0.0,0.244,0,0,0
2023-01-30,2023,1,0,0,0,99,27,2,60.8,194.4,1800,1527,120,97,40,107,0.108,74,0,0.644,0.0,0.232,0,0,0
2023-01-31,2023,1,1,0,0,90,30,4,73.9,205.6,1800,1639,120,102,41,108,0.098,70,0,0.624,0.0,0.221,0,0,0
2023-02-01,2023,2,2,0,0,81,22,5,77.0,200.9,1800,1647,120,98,41,108,0.099,78,0,0.604,0.0,0.0,0,0,0
2023-02-02,2023,2,3,0,0,75,28,4,58.8,197.6,1800,1548,120,101,41,108,0.098,72,0,0.584,0.0,0.0,0,0,0
2023-02-03,2023,2,4,0,0,79,24,4,62.5,185.5,1800,1527,120,91,40,108,0.102,67,0,0.564,0.0,0.0,0,0,0
2023-02-04,2023,2,5,1,0,81,26,0,59.7,170.9,1800,1471,120,93,34,91,0.05,72,0,0.543,0.0,0.0,0,0,0
2023-02-05,2023,2,6,1,0,83,20,3,73.4,172.1,1800,1571,120,79,31,83,0.134,69,0,0.523,0.0,0.0,0,0,0
2023-02-06,2023,2,0,0,0,90,23,1,58.0,174.1,1800,1553,120,91,41,109,0.093,79,0,0.503,0.0,0.0,0,0,0
2023-02-07,2023,2,1,0,0,86,23,2,55.8,172.0,1800,1499,120,91,40,107,0.107,77,0,0.483,0.0,0.0,0,0,0
2023-02-08,2023,2,2,0,0,75,21,3,69.1,193.2,1800,1606,120,88,42,112,0.067,72,0,0.463,0.0,0.0,0,0,0
2023-02-09,2023,2,3,0,0,76,20,2,66.9,193.9,1800,1556,120,95,41,110,0.085,75,0,0.443,0.0,0.0,0,0,0
2023-02-10,2023,2,4,0,0,75,28,2,53.0,164.8,1800,1520,120,94,41,110,0.08,78,0,0.423,0.0,0.0,0,0,0
2023-02-11,2023,2,5,1,0,83,30,0,92.3,195.8,1800,1547,120,80,32,84,0.122,80,0,0.404,0.0,0.0,0,0,0
2023-02-12,2023,2,6,1,0,86,25,2,71.1,192.3,1800,1634,120,95,33,88,0.081,70,0,0.385,0.0,0.0,0,0,0
2023-02-13,2023,2,0,0,0,79,21,1,75.3,181.8,1800,1607,120,88,40,107,0.107,69,0,0.367,0.0,0.0,0,0,0
2023-02-14,2023,2,1,0,0,76,27,2,57.5,188.7,1800,1566,120,96,41,111,0.078,71,0,0.349,0.0,0.0,0,0,0
2023-02-15,2023,2,2,0,0,70,21,1,63.6,173.4,1800,1605,120,85,41,110,0.082,75,0,0.331,0.0,0.0,0,0,0
2023-02-16,2023,2,3,0,0,61,13,2,77.4,176.3,1800,1485,120,90,42,111,0.075,77,0,0.0,0.0,0.0,0,0,0
2023-02-17,2023,2,4,0,0,71,21,1,43.8,152.2,1800,1550,120,88,40,107,0.106,73,0,0.0,0.0,0.0,0,0,0
2023-02-18,2023,2,5,1,0,82,21,1,54.9,178.9,1800,1556,120,92,34,92,0.042,77,0,0.0,0.0,0.0,0,0,0
2023-02-19,2023,2,6,1,0,78,26,1,76.8,193.3,1800,1523,120,91,34,91,0.054,78,0,0.0,0.0,0.0,0,0,0
2023-02-20,2023,2,0,0,0,85,22,3,59.6,166.3,1800,1572,120,88,43,115,0.041,74,0,0.0,0.0,0.0,0,0,0
2023-02-21,2023,2,1,0,0,82,28,4,61.9,191.6,1800,1506,120,81,42,113,0.058,86,0,0.0,0.0,0.0,0,0,0
2023-02-22,2023,2,2,0,0,78,20,3,67.0,176.4,1800,1576,120,81,42,112,0.064,82,0,0.0,0.0,0.0,0,0,0
2023-02-23,2023,2,3,0,0,70,11,0,62.8,187.8,1800,1578,120,86,43,114,0.048,79,0,0.0,0.0,0.0,0,0,0
2023-02-24,2023,2,4,0,0,78,22,1,51.8,138.6,1800,1390,120,90,42,112,0.065,81,0,0.0,0.0,0.0,0,0,0
2023-02-25,2023,2,5,1,0,79,25,3,79.8,220.5,1800,1612,120,86,35,92,0.04,78,0,0.0,0.0,0.0,0,0,0
2023-02-26,2023,2,6,1,0,76,21,3,58.2,158.5,1800,1383,120,94,34,90,0.06,87,0,0.0,0.0,0.0,0,0,0
2023-02-27,2023,2,0,0,0,82,21,0,65.1,173.1,1800,1515,120,88,40,108,0.104,83,0,0.0,0.0,0.0,0,0,0
2023-02-28,2023,2,1,0,0,72,32,1,65.5,206.7,1800,1603,120,84,41,109,0.088,82,0,0.0,0.0,0.0,0,0,0
2023-03-01,2023,3,2,0,0,60,20,0,56.5,183.4,1800,1517,120,88,41,110,0.084,89,0,0.0,0.0,0.0,0,0,0
2023-03-02,2023,3,3,0,0,61,19,1,65.1,174.2,1800,1455,120,91,42,113,0.06,88,0,0.0,0.0,0.0,0,0,0
2023-03-03,2023,3,4,0,0,67,18,2,62.4,173.6,1800,1475,120,92,43,114,0.049,87,0,0.0,0.0,0.0,0,0,0
2023-03-04,2023,3,5,1,0,75,20,1,74.7,199.7,1800,1590,120,101,34,91,0.057,78,0,0.0,0.0,0.0,0,0,0
2023-03-05,2023,3,6,1,0,64,22,1,72.1,202.4,1800,1431,120,86,33,88,0.079,77,0,0.0,0.0,0.0,0,0,0
2023-03-06,2023,3,0,0,0,75,28,3,61.4,175.9,1800,1595,120,90,41,108,0.097,85,0,0.0,0.0,0.0,0,0,0
2023-03-07,2023,3,1,0,0,64,22,2,56.1,175.0,1800,1532,120,93,41,108,0.098,82,0,0.0,0.0,0.0,0,0,0
2023-03-08,2023,3,2,0,0,66,24,0,55.4,171.2,1800,1470,120,90,34,91,0.243,85,0,0.0,0.0,0.0,0,1,0
2023-03-09,2023,3,3,0,0,62,23,2,60.4,161.0,1800,1503,120,87,35,94,0.215,86,0,0.0,0.0,0.0,0,1,0
2023-03-10,2023,3,4,0,0,58,24,1,56.1,149.4,1800,1480,120,81,35,92,0.23,79,0,0.0,0.0,0.0,0,1,0
2023-03-11,2023,3,5,1,0,72,18,2,90.9,222.2,1800,1581,120,87,28,75,0.224,79,0,0.0,0.0,0.0,0,1,0
2023-03-12,2023,3,6,1,0,67,27,3,83.9,190.8,1800,1574,120,84,28,74,0.226,82,0,0.0,0.0,0.0,0,1,0
2023-03-13,2023,3,0,0,0,72,15,1,63.3,168.3,1800,1442,120,80,34,90,0.25,79,0,0.0,0.0,0.0,0,1,0
2023-03-14,2023,3,1,0,0,64,18,2,48.9,155.4,1800,1513,120,85,36,97,0.195,85,0,0.0,0.0,0.0,0,1,0
2023-03-15,2023,3,2,0,0,62,19,1,42.0,159.1,1800,1488,120,84,35,93,0.225,86,0,0.0,0.0,0.0,0,1,0
2023-03-16,2023,3,3,0,0,63,15,2,74.5,187.7,1800,1604,120,94,34,90,0.25,82,0,0.0,0.0,0.0,0,1,0
2023-03-17,2023,3,4,0,0,63,15,0,57.9,168.7,1800,1462,120,94,36,96,0.201,86,0,0.0,0.0,0.0,0,1,0
2023-03-18,2023,3,5,1,0,70,26,2,84.8,234.6,1800,1621,120,85,28,75,0.217,83,0,0.0,0.0,0.0,0,1,0
2023-03-19,2023,3,6,1,0,70,24,3,75.8,191.3,1800,1533,120,88,28,75,0.219,86,0,0.0,0.0,0.0,0,1,0
2023-03-20,2023,3,0,0,0,79,25,1,53.5,156.2,1800,1472,120,79,35,93,0.226,78,0,0.0,0.0,0.0,0,1,0
2023-03-21,2023,3,1,0,0,67,22,3,52.9,184.6,1800,1498,120,87,36,96,0.198,86,0,0.0,0.0,0.0,0,1,0
2023-03-22,2023,3,2,0,0,59,14,4,58.2,166.3,1800,1491,120,92,34,91,0.242,86,0,0.0,0.0,0.0,0,1,0
2023-03-23,2023,3,3,0,0,65,14,2,75.0,172.6,1800,1466,120,95,41,109,0.093,79,0,0.0,0.0,0.0,0,0,0
2023-03-24,2023,3,4,0,0,62,22,2,60.9,171.7,1800,1540,120,86,41,109,0.09,83,0,0.0,0.0,0.0,0,0,0
2023-03-25,2023,3,5,1,0,73,30,2,70.6,180.0,1800,1468,120,96,34,90,0.063,88,0,0.0,0.0,0.0,0,0,0
2023-03-26,2023,3,6,1,0,70,22,1,81.6,183.3,1800,1417,120,81,33,88,0.082,79,0,0.0,0.0,0.0,0,0,0
2023-03-27,2023,3,0,0,0,74,20,3,54.3,183.8,1800,1514,120,83,42,113,0.062,86,0,0.0,0.0,0.0,0,0,0
2023-03-28,2023,3,1,0,0,69,23,0,65.4,160.9,1800,1437,120,94,42,111,0.073,89,0,0.0,0.0,0.0,0,0,0
2023-03-29,2023,3,2,0,0,70,23,0,60.9,150.1,1800,1494,120,100,39,105,0.123,88,0,0.0,0.0,0.0,0,0,0
2023-03-30,2023,3,3,0,0,68,18,1,64.8,179.2,1800,1485,120,93,41,110,0.082,81,0,0.0,0.0,0.0,0,0,0
2023-03-31,2023,3,4,0,0,64,23,1,73.0,213.8,1800,1487,120,90,42,113,0.056,84,0,0.0,0.0,0.0,0,0,0
2023-04-01,2023,4,5,1,0,62,10,0,80.5,199.0,1800,1634,120,77,33,88,0.084,90,0,0.0,0.0,0.0,0,0,0
2023-04-02,2023,4,6,1,0,65,25,0,71.8,194.2,1800,1529,120,78,34,91,0.053,84,0,0.0,0.0,0.0,0,0,0
2023-04-03,2023,4,0,0,0,64,17,1,73.8,192.5,1800,1539,120,91,42,113,0.056,77,0,0.0,0.0,0.0,0,0,0
2023-04-04,2023,4,1,0,0,63,16,0,44.9,133.3,1800,1430,120,88,42,113,0.059,76,0,0.0,0.0,0.0,0,0,0
2023-04-05,2023,4,2,0,0,58,22,0,46.3,152.9,1800,1490,120,83,42,111,0.071,87,0,0.0,0.0,0.0,0,0,0
2023-04-06,2023,4,3,0,0,57,13,7,67.4,156.6,1800,1537,120,90,41,108,0.099,81,0,0.0,0.0,0.0,0,0,0
2023-04-07,2023,4,4,0,0,56,19,1,62.0,161.2,1800,1470,120,91,41,109,0.092,79,0,0.0,0.0,0.0,0,0,0
2023-04-08,2023,4,5,1,0,57,18,1,77.5,178.9,1800,1575,120,96,33,87,0.09,80,0,0.0,0.0,0.0,0,0,0
2023-04-09,2023,4,6,1,0,56,17,3,59.6,191.8,1800,1461,120,91,34,90,0.058,86,0,0.0,0.0,0.0,0,0,0
2023-04-10,2023,4,0,0,1,66,23,3,58.1,199.2,1800,1510,120,97,31,84,0.069,82,0,0.0,0.0,0.0,0,0,0
2023-04-11,2023,4,1,0,0,61,16,1,53.6,174.2,1800,1494,120,90,41,110,0.085,88,0,0.0,0.0,0.0,0,0,0
2023-04-12,2023,4,2,0,0,57,23,1,43.8,164.1,1800,1534,120,89,42,112,0.067,86,0,0.0,0.0,0.0,0,0,0
2023-04-13,2023,4,3,0,0,61,26,0,56.1,167.2,1800,1491,120,96,42,111,0.074,90,0,0.0,0.0,0.0,0,0,0
2023-04-14,2023,4,4,0,0,61,16,1,67.7,183.4,1800,1511,120,84,41,109,0.089,88,0,0.0,0.0,0.0,0,0,0
2023-04-15,2023,4,5,1,0,59,18,4,78.1,175.8,1800,1513,120,107,33,89,0.073,79,0,0.0,0.0,0.0,0,0,0
2023-04-16,2023,4,6,1,0,63,22,3,71.7,165.8,1800,1486,120,92,33,88,0.085,85,0,0.0,0.0,0.0,0,0,0
2023-04-17,2023,4,0,0,0,66,31,2,56.4,183.4,1800,1552,120,92,40,107,0.112,75,0,0.0,0.0,0.0,0,0,0
2023-04-18,2023,4,1,0,0,61,16,4,45.3,176.2,1800,1538,120,93,42,111,0.077,90,0,0.0,0.0,0.0,0,0,0
2023-04-19,2023,4,2,0,0,59,20,1,91.3,211.2,1800,1521,120,101,40,108,0.104,79,0,0.0,0.0,0.0,0,0,0
2023-04-20,2023,4,3,0,0,58,17,1,56.9,159.8,1800,1502,120,95,41,109,0.091,85,0,0.0,0.0,0.0,0,0,0
2023-04-21,2023,4,4,0,0,56,13,1,65.8,169.0,1800,1569,120,80,43,114,0.051,88,0,0.0,0.0,0.0,0,0,0
2023-04-22,2023,4,5,1,0,65,14,2,90.9,196.4,1800,1513,120,98,34,90,0.058,77,0,0.0,0.0,0.0,0,0,0
2023-04-23,2023,4,6,1,0,58,24,1,67.3,168.6,1800,1509,120,88,34,90,0.063,88,0,0.0,0.0,0.0,0,0,0
2023-04-24,2023,4,0,0,0,67,16,0,59.8,166.1,1800,1531,120,91,42,112,0.063,75,0,0.0,0.0,0.0,0,0,0
2023-04-25,2023,4,1,0,0,70,17,2,68.3,217.1,1800,1617,120,82,41,111,0.078,82,0,0.0,0.0,0.0,0,0,0
2023-04-26,2023,4,2,0,0,59,20,2,58.8,158.0,1800,1453,120,93,41,109,0.092,82,0,0.0,0.0,0.0,0,0,0
2023-04-27,2023,4,3,0,0,60,17,1,86.2,175.9,1800,1567,120,86,40,107,0.105,81,0,0.0,0.0,0.0,0,0,0
2023-04-28,2023,4,4,0,0,58,13,1,48.0,140.0,1800,1423,120,91,41,110,0.086,84,0,0.0,0.0,0.0,0,0,0
2023-04-29,2023,4,5,1,0,64,17,0,57.2,151.3,1800,1537,120,88,33,89,0.071,89,0,0.0,0.0,0.0,0,0,0
2023-04-30,2023,4,6,1,0,62,24,2,66.5,180.7,1800,1611,120,102,35,92,0.038,80,0,0.0,0.0,0.0,0,0,0
2023-05-01,2023,5,0,0,1,65,14,4,72.4,165.0,1800,1547,120,102,31,83,0.081,84,0,0.0,0.0,0.0,0,0,0
2023-05-02,2023,5,1,0,0,57,19,1,55.4,188.0,1800,1530,120,90,41,110,0.081,88,0,0.0,0.0,0.0,0,0,0
2023-05-03,2023,5,2,0,0,56,10,2,56.1,178.7,1800,1491,120,90,41,110,0.084,87,0,0.0,0.0,0.0,0,0,0
2023-05-04,2023,5,3,0,0,51,12,3,73.3,196.5,1800,1523,120,88,40,105,0.122,76,0,0.0,0.0,0.0,0,0,0
2023-05-05,2023,5,4,0,0,57,14,1,56.9,158.7,1800,1507,120,97,40,107,0.105,89,0,0.0,0.0,0.0,0,0,0
2023-05-06,2023,5,5,1,0,62,18,2,59.5,167.9,1800,1479,120,88,33,87,0.096,76,0,0.0,0.0,0.0,0,0,0
2023-05-07,2023,5,6,1,0,60,15,2,70.8,192.0,1800,1505,120,87,34,90,0.061,84,0,0.0,0.0,0.0,0,0,0
2023-05-08,2023,5,0,0,1,65,22,2,65.9,185.2,1800,1532,120,96,31,84,0.07,84,0,0.0,0.0,0.0,0,0,0
2023-05-09,2023,5,1,0,0,60,18,2,45.0,157.6,1800,1480,120,87,41,111,0.078,87,0,0.0,0.0,0.0,0,0,0
2023-05-10,2023,5,2,0,0,54,9,4,61.1,160.8,1800,1477,120,90,42,112,0.064,77,0,0.0,0.0,0.0,0,0,0
2023-05-11,2023,5,3,0,0,55,19,0,51.0,153.8,1800,1448,120,81,41,109,0.09,78,0,0.0,0.0,0.0,0,0,0
2023-05-12,2023,5,4,0,0,50,8,0,80.1,168.7,1800,1542,120,94,41,110,0.087,86,0,0.0,0.0,0.0,0,0,0
2023-05-13,2023,5,5,1,0,58,21,2,83.6,183.4,1800,1550,120,102,34,90,0.058,77,0,0.0,0.0,0.0,0,0,0
2023-05-14,2023,5,6,1,0,53,14,3,88.4,226.6,1800,1534,120,94,32,86,0.104,82,0,0.0,0.0,0.0,0,0,0
2023-05-15,2023,5,0,0,0,58,15,2,69.6,209.6,1800,1573,120,99,41,110,0.082,86,0,0.0,0.0,0.0,0,0,0
2023-05-16,2023,5,1,0,0,63,20,5,68.4,167.4,1800,1526,120,85,43,115,0.045,85,0,0.0,0.0,0.0,0,0,0
2023-05-17,2023,5,2,0,0,57,17,2,67.8,197.9,1800,1542,120,91,41,111,0.079,78,0,0.0,0.0,0.0,0,0,0
2023-05-18,2023,5,3,0,1,53,10,2,71.5,202.7,1800,1537,120,84,31,82,0.086,80,0,0.0,0.0,0.0,0,0,0
2023-05-19,2023,5,4,0,0,51,15,3,61.6,182.5,1800,1516,120,89,41,108,0.099,90,0,0.0,0.0,0.0,0,0,0
2023-05-20,2023,5,5,1,0,50,9,1,55.7,154.6,1800,1492,120,95,33,89,0.073,82,0,0.0,0.0,0.0,0,0,0
2023-05-21,2023,5,6,1,0,57,15,2,72.9,196.8,1800,1641,120,91,33,87,0.097,76,0,0.0,0.0,0.0,0,0,0
2023-05-22,2023,5,0,0,0,71,19,2,71.9,165.7,1800,1497,120,82,41,110,0.084,78,0,0.0,0.0,0.0,0,0,0
2023-05-23,2023,5,1,0,0,59,20,2,67.0,191.3,1800,1485,120,82,43,114,0.054,80,0,0.0,0.0,0.0,0,0,0
2023-05-24,2023,5,2,0,0,53,12,1,61.4,177.7,1800,1544,120,82,43,114,0.052,90,0,0.0,0.0,0.0,0,0,0
2023-05-25,2023,5,3,0,0,54,14,1,81.4,179.4,1800,1535,120,93,40,108,0.102,80,0,0.0,0.0,0.0,0,0,0
2023-05-26,2023,5,4,0,0,51,19,1,64.5,158.5,1800,1445,120,102,40,108,0.104,75,0,0.0,0.0,0.0,0,0,0
2023-05-27,2023,5,5,1,0,58,15,2,56.4,188.5,1800,1582,120,98,33,88,0.086,83,0,0.0,0.0,0.0,0,0,0
2023-05-28,2023,5,6,1,0,59,14,3,85.9,180.8,1800,1516,120,79,32,85,0.11,76,0,0.0,0.0,0.0,0,0,0
2023-05-29,2023,5,0,0,1,66,19,3,85.7,166.7,1800,1461,120,99,30,81,0.101,79,0,0.0,0.0,0.0,0,0,0
2023-05-30,2023,5,1,0,0,61,22,4,79.1,207.7,1800,1585,120,96,41,109,0.094,90,0,0.0,0.0,0.0,0,0,0
2023-05-31,2023,5,2,0,0,56,11,0,63.7,180.4,1800,1555,120,81,42,113,0.062,86,0,0.0,0.0,0.0,0,0,0
2023-06-01,2023,6,3,0,0,52,12,2,52.9,170.5,1800,1448,120,88,40,106,0.115,76,0,0.0,0.0,0.0,0,0,0
2023-06-02,2023,6,4,0,0,50,14,3,73.7,186.2,1800,1612,120,97,41,109,0.091,82,0,0.0,0.0,0.0,0,0,0
2023-06-03,2023,6,5,1,0,59,14,3,73.4,187.1,1800,1552,120,93,33,89,0.072,78,0,0.0,0.0,0.0,0,0,0
2023-06-04,2023,6,6,1,0,61,20,3,83.8,203.9,1800,1516,120,82,34,90,0.067,77,0,0.0,0.0,0.0,0,0,0
2023-06-05,2023,6,0,0,0,56,15,3,63.3,170.0,1800,1602,120,94,41,110,0.085,84,0,0.0,0.0,0.0,0,0,0
2023-06-06,2023,6,1,0,0,53,13,1,54.9,163.0,1800,1525,120,77,43,114,0.047,83,0,0.0,0.0,0.0,0,0,0
2023-06-07,2023,6,2,0,0,55,18,1,77.3,180.0,1800,1515,120,89,41,109,0.094,86,0,0.0,0.0,0.0,0,0,0
2023-06-08,2023,6,3,0,0,50,20,0,48.5,151.4,1800,1481,120,97,42,113,0.061,88,0,0.0,0.0,0.0,0,0,0
2023-06-09,2023,6,4,0,0,56,19,2,62.6,188.9,1800,1548,120,90,41,110,0.087,79,0,0.0,0.0,0.0,0,0,0
2023-06-10,2023,6,5,1,0,55,15,2,82.4,176.7,1800,1542,120,87,33,89,0.07,89,0,0.0,0.0,0.0,0,0,0
2023-06-11,2023,6,6,1,0,60,18,1,59.0,195.1,1800,1517,120,95,33,89,0.075,83,0,0.0,0.0,0.0,0,0,0
2023-06-12,2023,6,0,0,0,60,20,4,71.3,183.9,1800,1474,120,96,42,112,0.065,79,0,0.0,0.0,0.0,0,0,0
2023-06-13,2023,6,1,0,0,56,12,2,64.6,173.4,1800,1524,120,98,42,111,0.077,88,0,0.0,0.0,0.0,0,0,0
2023-06-14,2023,6,2,0,0,56,23,1,66.4,166.2,1800,1513,120,95,40,106,0.118,76,0,0.0,0.0,0.0,0,0,0
2023-06-15,2023,6,3,0,0,49,19,2,47.9,148.2,1800,1444,120,96,40,107,0.108,83,0,0.0,0.0,0.0,0,0,0
2023-06-16,2023,6,4,0,0,50,11,3,54.1,156.0,1800,1437,120,94,41,110,0.087,86,0,0.0,0.0,0.0,0,0,0
2023-06-17,2023,6,5,1,0,55,22,2,73.9,212.6,1800,1547,120,92,33,88,0.079,79,0,0.0,0.0,0.0,0,0,0
2023-06-18,2023,6,6,1,0,57,17,2,73.5,165.9,1800,1376,120,91,33,87,0.097,88,0,0.0,0.0,0.0,0,0,0
2023-06-19,2023,6,0,0,0,55,16,1,93.6,177.5,1800,1528,120,89,40,108,0.103,79,0,0.0,0.0,0.0,0,0,0
2023-06-20,2023,6,1,0,0,57,11,2,83.2,201.9,1800,1491,120,83,42,112,0.063,88,0,0.0,0.0,0.0,0,0,0
2023-06-21,2023,6,2,0,0,51,17,2,46.4,150.9,1800,1587,120,84,41,111,0.078,76,0,0.0,0.0,0.0,0,0,0
2023-06-22,2023,6,3,0,0,53,17,0,64.4,189.5,1800,1490,120,88,43,115,0.044,77,0,0.0,0.0,0.0,0,0,0
2023-06-23,2023,6,4,0,0,46,14,0,60.1,155.1,1800,1552,120,91,40,108,0.102,81,0,0.0,0.0,0.0,0,0,0
2023-06-24,2023,6,5,1,0,54,16,0,77.5,173.7,1800,1495,120,99,32,84,0.121,88,0,0.0,0.0,0.0,0,0,0
2023-06-25,2023,6,6,1,0,50,15,3,49.2,147.4,1800,1523,120,90,33,88,0.082,77,0,0.0,0.0,0.0,0,0,0
2023-06-26,2023,6,0,0,0,58,20,1,61.1,200.3,1800,1556,120,96,43,116,0.037,88,0,0.0,0.0,0.0,0,0,0
2023-06-27,2023,6,1,0,0,55,16,0,53.8,143.1,1800,1492,120,96,41,109,0.092,78,0,0.0,0.0,0.0,0,0,0
2023-06-28,2023,6,2,0,0,52,20,2,87.3,224.8,1800,1570,120,89,42,113,0.062,82,0,0.0,0.0,0.0,0,0,0
2023-06-29,2023,6,3,0,0,49,19,0,63.7,194.1,1800,1463,120,94,42,112,0.067,80,0,0.0,0.0,0.0,0,0,0
2023-06-30,2023,6,4,0,0,52,18,0,95.0,238.3,1800,1532,120,89,41,109,0.093,77,0,0.0,0.0,0.0,0,0,0
2023-07-01,2023,7,5,1,0,59,26,0,79.2,187.5,1800,1569,120,98,33,88,0.085,89,0,0.0,0.0,0.0,0,0,0
2023-07-02,2023,7,6,1,0,55,18,0,85.6,191.9,1800,1555,120,94,33,89,0.07,82,0,0.0,0.0,0.0,0,0,0
2023-07-03,2023,7,0,0,0,63,24,3,62.7,229.4,1800,1623,120,83,42,112,0.067,85,0,0.0,0.0,0.0,0,0,0
2023-07-04,2023,7,1,0,0,59,17,0,57.6,152.4,1800,1478,120,91,41,110,0.083,84,0,0.0,0.0,0.0,0,0,0
2023-07-05,2023,7,2,0,0,54,17,0,46.8,133.7,1800,1445,120,100,42,111,0.072,83,0,0.0,0.0,0.0,0,0,0
2023-07-06,2023,7,3,0,0,53,18,2,69.6,145.2,1800,1466,120,89,42,113,0.058,84,0,0.0,0.0,0.0,0,0,0
2023-07-07,2023,7,4,0,0,54,16,3,64.0,194.0,1800,1555,120,93,42,111,0.073,88,0,0.0,0.0,0.0,0,0,0
2023-07-08,2023,7,5,1,0,74,28,2,90.8,195.1,1800,1546,120,93,33,88,0.087,85,0,0.0,0.0,0.0,1,0,0
2023-07-09,2023,7,6,1,0,67,20,2,82.0,179.9,1800,1525,120,84,33,89,0.076,83,0,0.0,0.0,0.0,1,0,0
2023-07-10,2023,7,0,0,0,70,16,1,47.7,172.1,1800,1459,120,93,43,114,0.052,85,0,0.0,0.0,0.0,1,0,0
2023-07-11,2023,7,1,0,0,64,15,3,55.0,180.1,1800,1561,120,82,41,108,0.1,84,0,0.0,0.0,0.0,1,0,0
2023-07-12,2023,7,2,0,0,58,16,0,51.9,158.3,1800,1453,120,86,44,117,0.025,81,0,0.0,0.0,0.0,1,0,0
2023-07-13,2023,7,3,0,0,55,21,2,56.0,160.6,1800,1582,120,96,42,111,0.071,84,0,0.0,0.0,0.0,1,0,0
2023-07-14,2023,7,4,0,1,60,17,2,68.3,188.5,1800,1674,120,92,31,84,0.068,82,0,0.0,0.0,0.0,1,0,0
2023-07-15,2023,7,5,1,0,67,21,1,53.9,166.3,1800,1539,120,88,33,88,0.083,86,0,0.0,0.0,0.0,1,0,0
2023-07-16,2023,7,6,1,0,68,21,3,76.3,213.6,1800,1551,120,93,33,87,0.091,90,0,0.0,0.0,0.0,1,0,0
2023-07-17,2023,7,0,0,0,71,26,0,54.0,142.2,1800,1493,120,90,40,108,0.103,89,0,0.0,0.0,0.0,1,0,0
2023-07-18,2023,7,1,0,0,63,20,0,53.5,157.1,1800,1421,120,90,42,112,0.066,87,0,0.0,0.0,0.0,1,0,0
2023-07-19,2023,7,2,0,0,64,15,0,54.2,174.1,1800,1487,120,94,41,109,0.092,84,0,0.0,0.0,0.0,1,0,0
2023-07-20,2023,7,3,0,0,61,18,0,59.5,153.2,1800,1460,120,86,41,110,0.084,86,0,0.0,0.0,0.0,1,0,0
2023-07-21,2023,7,4,0,0,60,22,3,55.2,192.6,1800,1441,120,90,43,115,0.046,78,0,0.0,0.0,0.0,1,0,0
2023-07-22,2023,7,5,1,0,65,20,2,90.5,233.6,1800,1612,120,88,32,85,0.118,82,0,0.0,0.0,0.0,1,0,0
2023-07-23,2023,7,6,1,0,60,16,2,92.1,193.5,1800,1534,120,80,34,91,0.051,79,0,0.0,0.0,0.0,0,0,0
2023-07-24,2023,7,0,0,0,62,20,1,54.7,166.5,1800,1540,120,84,41,109,0.088,75,0,0.0,0.0,0.0,0,0,0
2023-07-25,2023,7,1,0,0,53,15,0,72.4,169.4,1800,1503,120,99,41,109,0.088,90,0,0.0,0.0,0.0,0,0,0
2023-07-26,2023,7,2,0,0,53,14,2,71.6,210.3,1800,1510,120,92,41,110,0.086,88,0,0.0,0.0,0.0,0,0,0
2023-07-27,2023,7,3,0,0,53,19,2,65.5,179.3,1800,1571,120,82,42,112,0.07,83,0,0.0,0.0,0.0,0,0,0
